start_hour_str,dow_str,start_station_name,city,avg_duration,number_of_trips
Morning,Monday,Embarcadero at Folsom,San Francisco,8.3,444
Mid Morning,Wednesday,San Jose Diridon Caltrain Station,San Jose,30.2,440
Mid Morning,Monday,San Jose Diridon Caltrain Station,San Jose,6.8,440
Mid Morning,Monday,Market at 4th,San Francisco,7.7,437
Afternoon,Thursday,Civic Center BART (7th at Market),San Francisco,9.3,434
Morning,Wednesday,Market at 4th,San Francisco,7.5,433
Morning,Friday,5th at Howard,San Francisco,9.2,432
Morning,Friday,Golden Gate at Polk,San Francisco,10.8,430
Morning,Wednesday,Howard at 2nd,San Francisco,7.1,425
Afternoon,Monday,Embarcadero at Bryant,San Francisco,10.2,424
Mid Morning,Friday,Townsend at 7th,San Francisco,12.0,424
Mid Morning,Tuesday,South Van Ness at Market,San Francisco,13.6,421
Mid Morning,Thursday,Spear at Folsom,San Francisco,8.5,420
Afternoon,Monday,Civic Center BART (7th at Market),San Francisco,8.8,418
Mid Morning,Thursday,San Jose Diridon Caltrain Station,San Jose,7.9,417
Morning,Monday,Mountain View Caltrain Station,Mountain View,5.5,416
Mid Morning,Thursday,2nd at Folsom,San Francisco,7.1,415
Morning,Tuesday,Mountain View Caltrain Station,Mountain View,5.4,413
Morning,Monday,Howard at 2nd,San Francisco,7.0,412
Mid Morning,Tuesday,Golden Gate at Polk,San Francisco,11.3,409
Afternoon,Tuesday,Mountain View City Hall,Mountain View,4.3,406
Afternoon,Friday,Embarcadero at Bryant,San Francisco,8.7,406
Mid Morning,Friday,2nd at Folsom,San Francisco,6.9,405
Mid Morning,Thursday,South Van Ness at Market,San Francisco,11.5,405
Mid Morning,Wednesday,Howard at 2nd,San Francisco,8.2,401
Morning,Thursday,Market at 4th,San Francisco,7.4,401
Morning,Thursday,Davis at Jackson,San Francisco,8.5,400
Mid Morning,Tuesday,Spear at Folsom,San Francisco,8.7,399
Mid Morning,Wednesday,South Van Ness at Market,San Francisco,12.1,399
Mid Morning,Wednesday,Mechanics Plaza (Market at Battery),San Francisco,7.4,399
Afternoon,Tuesday,Mountain View Caltrain Station,Mountain View,10.0,393
Mid Morning,Thursday,Mechanics Plaza (Market at Battery),San Francisco,9.2,392
Mid Morning,Friday,Powell at Post (Union Square),San Francisco,9.1,390
Afternoon,Friday,Civic Center BART (7th at Market),San Francisco,9.3,387
Morning,Thursday,Mechanics Plaza (Market at Battery),San Francisco,8.2,386
Mid Morning,Monday,Golden Gate at Polk,San Francisco,12.9,385
Mid Morning,Monday,Mechanics Plaza (Market at Battery),San Francisco,7.3,383
Morning,Tuesday,Broadway St at Battery St,San Francisco,9.5,383
Mid Morning,Tuesday,Howard at 2nd,San Francisco,6.4,382
Mid Morning,Thursday,Howard at 2nd,San Francisco,10.5,381
Mid Morning,Thursday,Golden Gate at Polk,San Francisco,11.7,379
Mid Morning,Friday,South Van Ness at Market,San Francisco,11.3,379
Mid Morning,Friday,Mechanics Plaza (Market at Battery),San Francisco,7.2,378
Mid Morning,Wednesday,Spear at Folsom,San Francisco,10.4,377
Mid Morning,Tuesday,5th at Howard,San Francisco,7.1,376
Mid Morning,Wednesday,5th at Howard,San Francisco,10.3,375
Afternoon,Monday,Mountain View City Hall,Mountain View,6.9,373
Mid Morning,Thursday,Davis at Jackson,San Francisco,8.1,373
Mid Morning,Friday,Spear at Folsom,San Francisco,10.5,372
Morning,Thursday,Howard at 2nd,San Francisco,7.1,372
Morning,Monday,Davis at Jackson,San Francisco,8.9,371
Morning,Tuesday,Howard at 2nd,San Francisco,7.0,366
Mid Morning,Monday,Howard at 2nd,San Francisco,7.1,366
Mid Morning,Thursday,5th at Howard,San Francisco,7.4,364
Afternoon,Monday,Mountain View Caltrain Station,Mountain View,7.0,363
Morning,Wednesday,Davis at Jackson,San Francisco,10.1,361
Morning,Friday,Market at 4th,San Francisco,9.0,358
Mid Morning,Monday,Spear at Folsom,San Francisco,10.2,357
Afternoon,Wednesday,Mountain View Caltrain Station,Mountain View,7.3,356
Morning,Wednesday,Mountain View Caltrain Station,Mountain View,5.8,353
Afternoon,Wednesday,Mountain View City Hall,Mountain View,4.3,351
Afternoon,Thursday,Grant Avenue at Columbus Avenue,San Francisco,9.8,351
Mid Morning,Friday,5th at Howard,San Francisco,7.5,343
Afternoon,Friday,Grant Avenue at Columbus Avenue,San Francisco,11.5,343
Afternoon,Thursday,Mountain View Caltrain Station,Mountain View,10.2,342
Morning,Friday,Davis at Jackson,San Francisco,8.3,341
Morning,Thursday,Mountain View Caltrain Station,Mountain View,5.7,339
Afternoon,Thursday,Mountain View City Hall,Mountain View,4.6,338
Afternoon,Wednesday,Santa Clara at Almaden,San Jose,5.0,338
Mid Morning,Friday,Golden Gate at Polk,San Francisco,11.6,338
Mid Morning,Friday,San Jose Diridon Caltrain Station,San Jose,6.6,336
Afternoon,Wednesday,Grant Avenue at Columbus Avenue,San Francisco,10.1,335
Mid Morning,Monday,5th at Howard,San Francisco,7.8,333
Mid Morning,Monday,South Van Ness at Market,San Francisco,11.0,333
Mid Morning,Wednesday,Embarcadero at Folsom,San Francisco,7.8,332
Morning,Friday,Mountain View Caltrain Station,Mountain View,7.1,327
Morning,Wednesday,Broadway St at Battery St,San Francisco,9.8,326
Morning,Wednesday,Mechanics Plaza (Market at Battery),San Francisco,7.7,324
Afternoon,Tuesday,Santa Clara at Almaden,San Jose,4.8,321
Mid Morning,Tuesday,Embarcadero at Folsom,San Francisco,8.5,317
Morning,Monday,Broadway St at Battery St,San Francisco,9.0,317
Morning,Friday,Howard at 2nd,San Francisco,7.5,315
Mid Morning,Tuesday,Mechanics Plaza (Market at Battery),San Francisco,8.6,315
Mid Morning,Friday,Howard at 2nd,San Francisco,7.0,314
Morning,Friday,Mechanics Plaza (Market at Battery),San Francisco,7.6,307
Afternoon,Wednesday,Powell at Post (Union Square),San Francisco,8.9,305
Afternoon,Tuesday,Powell at Post (Union Square),San Francisco,9.0,303
Morning,Friday,Broadway St at Battery St,San Francisco,11.6,303
Mid Morning,Wednesday,Broadway St at Battery St,San Francisco,9.7,303
Mid Morning,Friday,Embarcadero at Folsom,San Francisco,7.6,302
Morning,Thursday,Broadway St at Battery St,San Francisco,8.9,301
Mid Morning,Monday,Embarcadero at Folsom,San Francisco,7.3,296
Afternoon,Tuesday,Grant Avenue at Columbus Avenue,San Francisco,10.1,296
Afternoon,Tuesday,Golden Gate at Polk,San Francisco,14.8,295
Afternoon,Monday,Grant Avenue at Columbus Avenue,San Francisco,15.2,292
Mid Morning,Wednesday,Davis at Jackson,San Francisco,8.6,290
Afternoon,Monday,Castro Street and El Camino Real,Mountain View,5.3,288
Morning,Wednesday,San Francisco City Hall,San Francisco,11.0,286
Afternoon,Monday,Santa Clara at Almaden,San Jose,8.0,285
Morning,Tuesday,Mechanics Plaza (Market at Battery),San Francisco,7.4,285
Mid Morning,Tuesday,Broadway St at Battery St,San Francisco,8.4,285
Mid Morning,Friday,Broadway St at Battery St,San Francisco,6.5,283
Afternoon,Friday,Mountain View City Hall,Mountain View,5.1,281
Mid Morning,Friday,Davis at Jackson,San Francisco,11.5,280
Morning,Tuesday,Commercial at Montgomery,San Francisco,6.9,280
Mid Morning,Tuesday,Davis at Jackson,San Francisco,8.5,279
Mid Morning,Thursday,Embarcadero at Folsom,San Francisco,7.5,278
Afternoon,Wednesday,Golden Gate at Polk,San Francisco,12.2,275
Afternoon,Tuesday,Castro Street and El Camino Real,Mountain View,7.1,271
Afternoon,Thursday,Powell at Post (Union Square),San Francisco,11.0,271
Mid Morning,Monday,Davis at Jackson,San Francisco,8.6,270
Afternoon,Monday,Golden Gate at Polk,San Francisco,11.7,270
Morning,Tuesday,San Francisco City Hall,San Francisco,10.5,267
Afternoon,Wednesday,Castro Street and El Camino Real,Mountain View,6.2,266
Morning,Wednesday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,6.6,266
Mid Morning,Monday,Broadway St at Battery St,San Francisco,6.7,265
Mid Morning,Thursday,Broadway St at Battery St,San Francisco,6.6,264
Morning,Monday,Mechanics Plaza (Market at Battery),San Francisco,7.2,261
Morning,Monday,Commercial at Montgomery,San Francisco,6.8,259
Morning,Thursday,Commercial at Montgomery,San Francisco,7.6,259
Afternoon,Monday,Powell at Post (Union Square),San Francisco,8.4,259
Morning,Thursday,San Francisco City Hall,San Francisco,10.6,256
Afternoon,Thursday,Santa Clara at Almaden,San Jose,4.9,256
Afternoon,Friday,Mountain View Caltrain Station,Mountain View,7.3,255
Afternoon,Thursday,Golden Gate at Polk,San Francisco,12.0,255
Morning,Monday,San Francisco City Hall,San Francisco,11.3,252
Morning,Tuesday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,8.1,251
Mid Morning,Tuesday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,7.8,246
Afternoon,Tuesday,Washington at Kearny,San Francisco,11.6,242
Morning,Tuesday,Ryland Park,San Jose,9.3,241
Afternoon,Thursday,Castro Street and El Camino Real,Mountain View,9.3,234
Afternoon,Friday,Golden Gate at Polk,San Francisco,12.6,234
Morning,Wednesday,Ryland Park,San Jose,8.9,233
Morning,Monday,Ryland Park,San Jose,9.1,229
Afternoon,Monday,Washington at Kearny,San Francisco,9.3,229
Mid Morning,Thursday,Commercial at Montgomery,San Francisco,8.2,228
Afternoon,Friday,Santa Clara at Almaden,San Jose,6.6,227
Morning,Monday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,6.3,227
Morning,Friday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,8.2,227
Afternoon,Friday,Powell at Post (Union Square),San Francisco,10.9,227
Morning,Thursday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,6.3,226
Morning,Wednesday,Commercial at Montgomery,San Francisco,7.0,225
Mid Morning,Tuesday,Commercial at Montgomery,San Francisco,10.4,223
Morning,Tuesday,Palo Alto Caltrain Station,Palo Alto,19.3,221
Afternoon,Wednesday,Washington at Kearny,San Francisco,10.5,221
Mid Morning,Thursday,Washington at Kearny,San Francisco,10.7,219
Morning,Friday,San Francisco City Hall,San Francisco,10.8,216
Morning,Friday,Commercial at Montgomery,San Francisco,6.9,213
Mid Morning,Friday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,8.2,212
Morning,Thursday,Palo Alto Caltrain Station,Palo Alto,11.2,211
Morning,Thursday,Ryland Park,San Jose,9.2,210
Mid Morning,Wednesday,Commercial at Montgomery,San Francisco,8.1,210
Mid Morning,Friday,Commercial at Montgomery,San Francisco,8.1,209
Mid Morning,Wednesday,Washington at Kearny,San Francisco,10.9,209
Morning,Tuesday,Evelyn Park and Ride,Mountain View,5.0,206
Afternoon,Tuesday,San Pedro Square,San Jose,6.9,201
Mid Morning,Wednesday,Clay at Battery,San Francisco,9.7,201
Morning,Wednesday,Palo Alto Caltrain Station,Palo Alto,10.8,200
Mid Morning,Tuesday,Washington at Kearny,San Francisco,10.5,200
Mid Morning,Monday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,7.9,196
Mid Morning,Friday,Clay at Battery,San Francisco,8.8,194
Morning,Monday,Evelyn Park and Ride,Mountain View,4.3,193
Morning,Monday,Palo Alto Caltrain Station,Palo Alto,10.6,192
Mid Morning,Thursday,Clay at Battery,San Francisco,8.9,192
Afternoon,Friday,Washington at Kearny,San Francisco,10.2,192
Mid Morning,Monday,Commercial at Montgomery,San Francisco,14.4,189
Afternoon,Thursday,Washington at Kearny,San Francisco,9.8,189
Mid Morning,Friday,Washington at Kearny,San Francisco,9.8,188
Morning,Thursday,Redwood City Caltrain Station,Redwood City,11.1,187
Mid Morning,Wednesday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,7.9,186
Morning,Wednesday,Redwood City Caltrain Station,Redwood City,11.2,185
Mid Morning,Tuesday,Clay at Battery,San Francisco,9.9,185
Morning,Wednesday,Evelyn Park and Ride,Mountain View,4.3,184
Morning,Tuesday,Redwood City Caltrain Station,Redwood City,9.9,183
Morning,Friday,Ryland Park,San Jose,9.0,183
Mid Morning,Monday,Clay at Battery,San Francisco,8.1,183
Mid Morning,Thursday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,9.4,183
Morning,Thursday,Evelyn Park and Ride,Mountain View,5.6,182
Morning,Thursday,Santa Clara at Almaden,San Jose,5.6,181
Morning,Tuesday,Clay at Battery,San Francisco,9.6,176
Mid Morning,Monday,Washington at Kearny,San Francisco,10.0,176
Mid Morning,Wednesday,Post at Kearny,San Francisco,7.2,174
Afternoon,Friday,San Pedro Square,San Jose,8.0,172
Morning,Wednesday,Japantown,San Jose,13.1,170
Morning,Thursday,Clay at Battery,San Francisco,8.9,170
Morning,Tuesday,San Antonio Caltrain Station,Mountain View,4.7,168
Morning,Tuesday,Japantown,San Jose,13.3,168
Afternoon,Thursday,San Pedro Square,San Jose,7.1,167
Afternoon,Tuesday,San Antonio Shopping Center,Mountain View,5.4,165
Morning,Tuesday,Washington at Kearny,San Francisco,10.9,164
Morning,Monday,Redwood City Caltrain Station,Redwood City,12.6,162
Afternoon,Friday,Castro Street and El Camino Real,Mountain View,6.1,162
Afternoon,Tuesday,St James Park,San Jose,7.4,161
Morning,Thursday,Japantown,San Jose,13.1,160
Morning,Wednesday,Clay at Battery,San Francisco,9.7,160
Morning,Friday,Redwood City Caltrain Station,Redwood City,17.5,159
Morning,Tuesday,Santa Clara at Almaden,San Jose,5.8,158
Afternoon,Tuesday,San Francisco City Hall,San Francisco,17.1,155
Morning,Friday,Clay at Battery,San Francisco,8.8,155
Afternoon,Monday,San Antonio Shopping Center,Mountain View,6.2,154
Afternoon,Wednesday,St James Park,San Jose,7.9,154
Morning,Monday,Japantown,San Jose,14.8,154
Mid Morning,Wednesday,San Francisco City Hall,San Francisco,11.0,151
Afternoon,Tuesday,Cowper at University,Palo Alto,13.5,151
Morning,Wednesday,San Antonio Caltrain Station,Mountain View,5.1,151
Mid Morning,Thursday,Post at Kearny,San Francisco,6.6,151
Mid Morning,Thursday,San Francisco City Hall,San Francisco,10.2,150
Afternoon,Monday,Cowper at University,Palo Alto,4.5,148
Morning,Monday,San Antonio Caltrain Station,Mountain View,5.0,148
Afternoon,Wednesday,San Pedro Square,San Jose,6.8,147
Afternoon,Wednesday,San Antonio Shopping Center,Mountain View,6.0,146
Mid Morning,Friday,Post at Kearny,San Francisco,6.3,146
Mid Morning,Tuesday,San Francisco City Hall,San Francisco,13.7,145
Morning,Friday,Palo Alto Caltrain Station,Palo Alto,9.5,143
Morning,Thursday,Washington at Kearny,San Francisco,11.3,142
Afternoon,Monday,San Pedro Square,San Jose,6.7,141
Morning,Friday,Washington at Kearny,San Francisco,10.4,141
Afternoon,Wednesday,San Francisco City Hall,San Francisco,12.1,140
Afternoon,Thursday,San Antonio Shopping Center,Mountain View,6.4,140
Afternoon,Wednesday,Cowper at University,Palo Alto,4.6,139
Afternoon,Wednesday,Adobe on Almaden,San Jose,6.6,138
Morning,Monday,Clay at Battery,San Francisco,8.8,138
Afternoon,Thursday,San Francisco City Hall,San Francisco,10.3,137
Afternoon,Monday,St James Park,San Jose,7.4,136
Afternoon,Tuesday,Adobe on Almaden,San Jose,6.2,135
Morning,Friday,Santa Clara at Almaden,San Jose,5.8,135
Mid Morning,Monday,Post at Kearny,San Francisco,7.1,133
Morning,Wednesday,Santa Clara at Almaden,San Jose,5.6,132
Afternoon,Monday,Adobe on Almaden,San Jose,5.6,132
Mid Morning,Friday,San Francisco City Hall,San Francisco,12.9,131
Morning,Wednesday,Paseo de San Antonio,San Jose,7.7,131
Morning,Monday,Santa Clara at Almaden,San Jose,6.6,131
Mid Morning,Tuesday,Palo Alto Caltrain Station,Palo Alto,6.5,130
Afternoon,Thursday,St James Park,San Jose,7.4,128
Morning,Friday,Japantown,San Jose,13.5,127
Morning,Wednesday,Washington at Kearny,San Francisco,12.0,126
Mid Morning,Tuesday,Post at Kearny,San Francisco,6.3,126
Afternoon,Tuesday,Santa Clara County Civic Center,San Jose,13.1,125
Afternoon,Tuesday,Palo Alto Caltrain Station,Palo Alto,9.3,124
Morning,Thursday,SJSU - San Salvador at 9th,San Jose,27.8,124
Afternoon,Wednesday,Arena Green / SAP Center,San Jose,6.7,120
Afternoon,Friday,San Francisco City Hall,San Francisco,12.3,119
Afternoon,Thursday,Adobe on Almaden,San Jose,19.8,117
Morning,Thursday,Paseo de San Antonio,San Jose,7.8,117
Mid Morning,Monday,San Francisco City Hall,San Francisco,11.4,117
Morning,Tuesday,Paseo de San Antonio,San Jose,8.5,117
Morning,Tuesday,SJSU - San Salvador at 9th,San Jose,9.0,117
Mid Morning,Tuesday,San Antonio Caltrain Station,Mountain View,5.2,117
Afternoon,Tuesday,Post at Kearney,San Francisco,8.9,117
Afternoon,Monday,San Francisco City Hall,San Francisco,12.0,116
Afternoon,Wednesday,Santa Clara County Civic Center,San Jose,13.1,116
Afternoon,Wednesday,Palo Alto Caltrain Station,Palo Alto,18.1,115
Morning,Monday,Mountain View City Hall,Mountain View,4.2,115
Afternoon,Monday,Santa Clara County Civic Center,San Jose,13.6,115
Morning,Monday,Washington at Kearny,San Francisco,11.6,115
Afternoon,Monday,Palo Alto Caltrain Station,Palo Alto,10.5,114
Afternoon,Tuesday,MLK Library,San Jose,8.2,114
Mid Morning,Wednesday,San Antonio Caltrain Station,Mountain View,5.0,113
Afternoon,Thursday,Paseo de San Antonio,San Jose,6.8,112
Mid Morning,Monday,San Antonio Caltrain Station,Mountain View,5.5,112
Morning,Tuesday,Rengstorff Avenue / California Street,Mountain View,9.5,112
Morning,Friday,Paseo de San Antonio,San Jose,8.4,111
Morning,Friday,Evelyn Park and Ride,Mountain View,4.4,111
Afternoon,Thursday,Post at Kearney,San Francisco,9.2,110
Afternoon,Wednesday,Post at Kearney,San Francisco,9.5,109
Morning,Monday,Post at Kearny,San Francisco,7.0,108
Mid Morning,Wednesday,Palo Alto Caltrain Station,Palo Alto,5.4,107
Mid Morning,Thursday,San Antonio Caltrain Station,Mountain View,5.8,107
Mid Morning,Monday,Embarcadero at Vallejo,San Francisco,8.2,107
Morning,Wednesday,Mountain View City Hall,Mountain View,4.4,106
Mid Morning,Thursday,Palo Alto Caltrain Station,Palo Alto,6.8,106
Morning,Monday,Paseo de San Antonio,San Jose,7.6,106
Morning,Wednesday,Post at Kearny,San Francisco,7.0,106
Afternoon,Friday,Post at Kearney,San Francisco,8.7,105
Afternoon,Thursday,Cowper at University,Palo Alto,5.9,104
Afternoon,Thursday,Santa Clara County Civic Center,San Jose,13.5,104
Afternoon,Tuesday,San Jose City Hall,San Jose,7.0,103
Morning,Thursday,San Antonio Caltrain Station,Mountain View,4.8,103
Morning,Monday,SJSU - San Salvador at 9th,San Jose,12.2,103
Afternoon,Monday,Post at Kearney,San Francisco,8.6,103
Afternoon,Wednesday,San Jose City Hall,San Jose,7.2,102
Morning,Wednesday,SJSU - San Salvador at 9th,San Jose,10.0,102
Morning,Wednesday,San Salvador at 1st,San Jose,6.8,101
Afternoon,Thursday,Palo Alto Caltrain Station,Palo Alto,8.7,101
Afternoon,Monday,San Jose City Hall,San Jose,7.2,100
Mid Morning,Monday,Palo Alto Caltrain Station,Palo Alto,16.0,100
Morning,Friday,San Antonio Caltrain Station,Mountain View,5.1,100
Afternoon,Tuesday,San Antonio Caltrain Station,Mountain View,7.2,99
Morning,Thursday,Mountain View City Hall,Mountain View,4.3,98
Afternoon,Friday,Paseo de San Antonio,San Jose,6.9,97
Afternoon,Friday,Cowper at University,Palo Alto,34.6,97
Afternoon,Friday,St James Park,San Jose,7.3,97
Morning,Friday,SJSU - San Salvador at 9th,San Jose,8.9,97
Morning,Tuesday,MLK Library,San Jose,9.5,97
Afternoon,Wednesday,Paseo de San Antonio,San Jose,15.6,96
Morning,Tuesday,Post at Kearny,San Francisco,8.3,96
Morning,Thursday,Castro Street and El Camino Real,Mountain View,5.3,95
Morning,Thursday,Rengstorff Avenue / California Street,Mountain View,8.2,95
Afternoon,Friday,Santa Clara County Civic Center,San Jose,13.8,95
Morning,Tuesday,San Salvador at 1st,San Jose,6.0,94
Morning,Tuesday,Castro Street and El Camino Real,Mountain View,5.2,94
Morning,Monday,Castro Street and El Camino Real,Mountain View,5.6,93
Afternoon,Monday,San Antonio Caltrain Station,Mountain View,7.5,93
Afternoon,Tuesday,Paseo de San Antonio,San Jose,16.7,92
Morning,Monday,San Pedro Square,San Jose,7.9,92
Morning,Wednesday,Rengstorff Avenue / California Street,Mountain View,10.3,92
Morning,Thursday,MLK Library,San Jose,9.6,92
Afternoon,Monday,Redwood City Caltrain Station,Redwood City,6.8,91
Morning,Wednesday,MLK Library,San Jose,9.9,90
Afternoon,Thursday,San Jose City Hall,San Jose,6.8,90
Morning,Friday,Castro Street and El Camino Real,Mountain View,5.7,90
Morning,Thursday,San Salvador at 1st,San Jose,6.1,90
Morning,Monday,MLK Library,San Jose,10.8,90
Morning,Monday,San Salvador at 1st,San Jose,6.2,87
Morning,Tuesday,Cowper at University,Palo Alto,6.4,86
Morning,Wednesday,Castro Street and El Camino Real,Mountain View,5.6,86
Afternoon,Thursday,SJSU 4th at San Carlos,San Jose,7.2,85
Morning,Tuesday,Mountain View City Hall,Mountain View,4.4,85
Afternoon,Thursday,Arena Green / SAP Center,San Jose,8.3,85
Afternoon,Thursday,San Antonio Caltrain Station,Mountain View,7.1,85
Morning,Thursday,Post at Kearny,San Francisco,7.6,85
Afternoon,Friday,Adobe on Almaden,San Jose,7.0,83
Morning,Friday,Post at Kearny,San Francisco,7.5,83
Afternoon,Thursday,MLK Library,San Jose,9.3,82
Morning,Wednesday,Cowper at University,Palo Alto,15.0,81
Mid Morning,Thursday,Santa Clara at Almaden,San Jose,6.0,81
Morning,Monday,St James Park,San Jose,9.2,81
Mid Morning,Wednesday,Santa Clara at Almaden,San Jose,4.5,80
Afternoon,Wednesday,San Antonio Caltrain Station,Mountain View,7.5,79
Afternoon,Thursday,Redwood City Caltrain Station,Redwood City,5.6,79
Morning,Wednesday,San Pedro Square,San Jose,7.3,78
Morning,Monday,Rengstorff Avenue / California Street,Mountain View,8.8,78
Morning,Tuesday,St James Park,San Jose,7.5,77
Afternoon,Wednesday,MLK Library,San Jose,9.3,75
Mid Morning,Friday,Palo Alto Caltrain Station,Palo Alto,5.8,75
Mid Morning,Wednesday,Embarcadero at Vallejo,San Francisco,7.1,75
Morning,Friday,Mountain View City Hall,Mountain View,5.5,74
Morning,Thursday,Cowper at University,Palo Alto,5.6,73
Morning,Tuesday,San Pedro Square,San Jose,7.3,73
Morning,Friday,MLK Library,San Jose,9.5,73
Morning,Friday,Cowper at University,Palo Alto,5.8,72
Morning,Wednesday,St James Park,San Jose,6.6,72
Afternoon,Tuesday,Arena Green / SAP Center,San Jose,8.7,72
Afternoon,Friday,Palo Alto Caltrain Station,Palo Alto,8.5,72
Morning,Thursday,St James Park,San Jose,7.3,72
Afternoon,Tuesday,Redwood City Caltrain Station,Redwood City,8.0,72
Afternoon,Friday,SJSU 4th at San Carlos,San Jose,8.3,71
Morning,Monday,Cowper at University,Palo Alto,6.0,71
Afternoon,Friday,Ryland Park,San Jose,7.7,71
Afternoon,Monday,MLK Library,San Jose,9.3,70
Afternoon,Friday,San Antonio Shopping Center,Mountain View,6.6,70
Afternoon,Tuesday,Evelyn Park and Ride,Mountain View,5.8,70
Morning,Thursday,San Pedro Square,San Jose,7.0,69
Afternoon,Wednesday,Redwood City Caltrain Station,Redwood City,6.9,69
Morning,Friday,Rengstorff Avenue / California Street,Mountain View,8.1,69
Mid Morning,Friday,Embarcadero at Vallejo,San Francisco,7.7,69
Morning,Tuesday,Embarcadero at Vallejo,San Francisco,7.1,69
Afternoon,Friday,Redwood City Caltrain Station,Redwood City,5.1,67
Afternoon,Tuesday,Park at Olive,Palo Alto,15.5,66
Mid Morning,Monday,San Antonio Shopping Center,Mountain View,5.9,66
Mid Morning,Tuesday,Embarcadero at Vallejo,San Francisco,15.0,66
Mid Morning,Thursday,Redwood City Caltrain Station,Redwood City,8.0,65
Afternoon,Friday,San Jose City Hall,San Jose,7.7,65
Mid Morning,Friday,San Antonio Caltrain Station,Mountain View,5.5,65
Afternoon,Monday,SJSU 4th at San Carlos,San Jose,6.7,64
Afternoon,Monday,Paseo de San Antonio,San Jose,6.7,64
Afternoon,Monday,Park at Olive,Palo Alto,15.5,64
Mid Morning,Thursday,Ryland Park,San Jose,9.8,64
Morning,Friday,San Pedro Square,San Jose,7.5,63
Afternoon,Tuesday,Stanford in Redwood City,Redwood City,13.6,63
Afternoon,Friday,MLK Library,San Jose,7.9,62
Afternoon,Wednesday,Park at Olive,Palo Alto,15.3,62
Mid Morning,Tuesday,San Antonio Shopping Center,Mountain View,6.0,62
Afternoon,Friday,San Antonio Caltrain Station,Mountain View,8.1,62
Afternoon,Thursday,Stanford in Redwood City,Redwood City,13.2,62
Morning,Friday,San Salvador at 1st,San Jose,5.4,61
Afternoon,Tuesday,SJSU 4th at San Carlos,San Jose,7.6,61
Morning,Tuesday,San Jose Civic Center,San Jose,7.4,61
Afternoon,Monday,Arena Green / SAP Center,San Jose,8.2,60
Afternoon,Wednesday,Stanford in Redwood City,Redwood City,13.1,60
Mid Morning,Wednesday,Ryland Park,San Jose,8.9,59
Afternoon,Wednesday,SJSU 4th at San Carlos,San Jose,6.4,58
Morning,Thursday,San Jose Civic Center,San Jose,7.1,58
Morning,Friday,St James Park,San Jose,6.2,58
Morning,Thursday,Embarcadero at Vallejo,San Francisco,6.7,58
Mid Morning,Thursday,Embarcadero at Vallejo,San Francisco,7.7,58
Mid Morning,Wednesday,Redwood City Caltrain Station,Redwood City,7.5,57
Mid Morning,Tuesday,Santa Clara at Almaden,San Jose,5.5,57
Afternoon,Monday,Japantown,San Jose,9.2,57
